country_name,year,party_name,populism,minority_rights,political_pluralism,anti_elitism,respect_opponents,gender_equality
Mexico,1991,Party of the Democratic Revolution,0.764,0.607,0.985,2.02,-0.846,1.05
Mexico,1994,Party of the Democratic Revolution,0.753,0.668,0.908,1.878,-0.722,1.05
Mexico,1997,Party of the Democratic Revolution,0.698,0.668,1.133,1.371,-0.549,1.429
Mexico,2000,Party of the Democratic Revolution,0.707,0.668,0.902,1.464,-0.448,2.364
Mexico,2003,Party of the Democratic Revolution,0.704,0.462,0.66,1.366,-0.651,2.217
Mexico,2006,Party of the Democratic Revolution,0.829,0.168,0.52,1.958,-1.237,1.969
Mexico,2009,Party of the Democratic Revolution,0.803,0.467,0.77,1.958,-0.731,1.969
Mexico,2012,Party of the Democratic Revolution,0.815,0.378,0.61,1.818,-0.753,2.069
Mexico,2015,Party of the Democratic Revolution,0.59,0.86,0.904,0.804,-0.253,2.206
Mexico,2018,Party of the Democratic Revolution,0.552,0.86,0.792,0.579,-0.379,2.49
Mexico,2003,Ecologist Green Party of Mexico,0.128,0.806,-0.492,-1.73,1.559,0.68
Mexico,2006,Ecologist Green Party of Mexico,0.063,0.806,-0.492,-2.319,1.559,0.779
Mexico,2009,Ecologist Green Party of Mexico,0.063,0.806,-0.613,-2.319,1.559,1.032
Mexico,2012,Ecologist Green Party of Mexico,0.061,0.703,-0.613,-2.319,1.559,1.228
Mexico,2015,Ecologist Green Party of Mexico,0.061,0.703,-0.613,-2.319,1.559,1.394
Mexico,2018,Ecologist Green Party of Mexico,0.062,0.799,-0.55,-2.327,1.375,1.767
Mexico,1970,National Action Party,0.182,1.492,1.289,-0.509,0.284,-0.252
Mexico,1973,National Action Party,0.187,1.492,1.289,-0.432,0.444,-0.252
Mexico,1976,National Action Party,0.187,1.291,1.031,-0.432,0.567,-0.252
Mexico,1979,National Action Party,0.206,1.44,1.308,-0.513,0.567,-0.252
Mexico,1982,National Action Party,0.187,1.44,1.308,-0.424,0.291,-0.252
Mexico,1985,National Action Party,0.188,1.264,1.308,-0.417,0.438,-0.107
Mexico,1988,National Action Party,0.231,1.461,1.3,-0.433,0.009,0.006
Mexico,1991,National Action Party,0.216,1.245,1.333,-0.619,0.29,0.125
Mexico,1994,National Action Party,0.168,1.245,1.219,-0.769,0.08,0.503
Mexico,1997,National Action Party,0.168,1.576,1.5,-0.769,0.215,0.617
Mexico,2000,National Action Party,0.169,1.576,1.242,-1.191,-0.335,1.182
Mexico,2003,National Action Party,0.154,1.283,1.009,-1.303,0.174,1.182
Mexico,2006,National Action Party,0.109,1.158,0.374,-1.632,-0.867,1.452
Mexico,2009,National Action Party,0.109,1.258,0.993,-1.632,0.173,1.452
Mexico,2012,National Action Party,0.142,1.258,0.797,-1.245,-0.049,2.029
Mexico,2015,National Action Party,0.134,1.403,0.984,-1.319,-0.093,1.648
Mexico,2018,National Action Party,0.159,1.678,1.111,-0.984,-0.749,1.682
Mexico,2006,Labor Party,0.725,-0.74,-0.246,1.746,-0.99,-0.065
Mexico,2018,Labor Party,0.655,-0.87,-0.131,0.98,-1.055,0.191
Mexico,2006,Convergence / Citizens' Movement,0.494,0.525,0.537,0.533,0.613,0.415
Mexico,2015,Convergence / Citizens' Movement,0.434,0.912,0.711,0.206,0.797,0.921
Mexico,2018,Convergence / Citizens' Movement,0.434,1.079,0.794,0.206,0.58,1.528
Mexico,1970,Institutional Revolutionary Party,0.199,-0.611,-3.514,-1.363,1.565,-0.399
Mexico,1973,Institutional Revolutionary Party,0.196,-0.611,-3.221,-1.386,1.565,-0.399
Mexico,1976,Institutional Revolutionary Party,0.131,-0.611,-2.9,-1.815,1.411,-0.151
Mexico,1979,Institutional Revolutionary Party,0.13,-0.467,-2.172,-1.815,1.563,-0.151
Mexico,1982,Institutional Revolutionary Party,0.11,-0.361,-2.407,-1.946,1.747,0.059
Mexico,1985,Institutional Revolutionary Party,0.109,-0.195,-2.472,-1.946,1.563,0.231
Mexico,1988,Institutional Revolutionary Party,0.107,-0.485,-3.128,-1.946,0.56,0.553
Mexico,1991,Institutional Revolutionary Party,0.132,-0.045,-1.679,-1.764,1.075,0.804
Mexico,1994,Institutional Revolutionary Party,0.111,0.252,-1.069,-1.895,0.905,1.239
Mexico,1997,Institutional Revolutionary Party,0.111,0.572,-0.604,-1.895,1.051,1.278
Mexico,2000,Institutional Revolutionary Party,0.208,0.764,-0.253,-1.225,0.438,1.8
Mexico,2003,Institutional Revolutionary Party,0.205,0.547,-0.068,-1.262,0.451,1.8
Mexico,2006,Institutional Revolutionary Party,0.202,0.547,-0.331,-1.262,-0.049,1.619
Mexico,2009,Institutional Revolutionary Party,0.174,0.547,-0.271,-1.456,0.563,1.844
Mexico,2012,Institutional Revolutionary Party,0.091,0.544,-0.401,-2.069,0.468,2.596
Mexico,2015,Institutional Revolutionary Party,0.091,0.575,-0.387,-2.069,0.468,2.307
Mexico,2018,Institutional Revolutionary Party,0.138,0.686,-0.354,-1.69,0.152,2.307
Mexico,1979,Mexican Communist Party,0.79,0.166,0.107,2.971,-0.909,-0.4
Mexico,1988,National Democratic Front,0.677,0.095,0.507,1.643,-0.815,-0.087
Mexico,2015,National Regeneration Movement,0.939,-1.184,0.283,2.885,-2.45,1.238
Mexico,2018,National Regeneration Movement,0.98,-1.256,0.14,3.415,-2.776,1.29
Mexico,2018,Social Encounter Party,0.275,0.54,0.208,-0.694,0.787,0.22
Sweden,1970,Farmers' League / Centre Party,0.095,1.787,1.804,-1.865,2.201,2.471
Sweden,1973,Farmers' League / Centre Party,0.095,1.787,1.804,-1.865,2.201,2.471
Sweden,1976,Farmers' League / Centre Party,0.115,1.787,1.804,-1.856,2.201,2.471
Sweden,1979,Farmers' League / Centre Party,0.116,1.787,1.804,-1.856,2.201,2.471
Sweden,1982,Farmers' League / Centre Party,0.116,1.787,1.804,-1.856,2.201,2.471
Sweden,1985,Farmers' League / Centre Party,0.116,1.787,1.804,-1.856,2.201,2.944
Sweden,1988,Farmers' League / Centre Party,0.116,1.787,1.804,-1.856,2.201,2.944
Sweden,1991,Farmers' League / Centre Party,0.116,1.787,1.804,-1.856,2.201,2.944
Sweden,1994,Farmers' League / Centre Party,0.116,1.787,1.804,-1.856,2.201,2.944
Sweden,1998,Farmers' League / Centre Party,0.116,1.787,1.804,-1.856,2.201,2.944
Sweden,2002,Farmers' League / Centre Party,0.116,1.787,1.804,-1.856,2.201,3.87
Sweden,2006,Farmers' League / Centre Party,0.116,1.787,1.804,-1.856,2.201,3.87
Sweden,2010,Farmers' League / Centre Party,0.116,1.851,1.804,-1.856,2.201,3.87
Sweden,2014,Farmers' League / Centre Party,0.116,1.851,1.804,-1.856,2.201,3.87
Sweden,2018,Farmers' League / Centre Party,0.116,1.851,1.804,-1.856,2.201,3.87
Sweden,1991,New Democracy,0.965,1.793,1.019,3.599,2.184,-0.572
Sweden,2010,Sweden Democrats,0.864,0.839,1.018,1.889,2.154,1.376
Sweden,2014,Sweden Democrats,0.864,0.839,1.018,1.889,2.154,1.376
Sweden,2018,Sweden Democrats,0.864,0.839,1.018,1.889,2.154,1.376
Sweden,1988,Greens,0.353,1.825,1.794,-0.242,2.179,3.796
Sweden,1991,Greens,0.353,1.825,1.794,-0.242,2.179,3.796
Sweden,1994,Greens,0.353,1.825,1.794,-0.242,2.179,3.796
Sweden,1998,Greens,0.317,1.825,1.794,-0.511,2.179,3.796
Sweden,2002,Greens,0.317,1.825,1.794,-0.511,2.179,3.796
Sweden,2006,Greens,0.317,1.825,1.794,-0.511,2.179,3.796
Sweden,2010,Greens,0.317,1.806,1.794,-0.511,2.179,3.796
Sweden,2014,Greens,0.317,1.806,1.794,-0.511,2.179,3.796
Sweden,2018,Greens,0.317,1.806,1.794,-0.511,2.179,3.796
Sweden,1970,Social Democrats,0.391,1.833,1.817,-0.338,2.201,1.983
Sweden,1973,Social Democrats,0.391,1.833,1.817,-0.338,2.201,1.983
Sweden,1976,Social Democrats,0.391,1.833,1.817,-0.338,2.201,2.353
Sweden,1979,Social Democrats,0.391,1.833,1.817,-0.338,2.201,2.353
Sweden,1982,Social Democrats,0.391,1.833,1.817,-0.338,2.201,2.353
Sweden,1985,Social Democrats,0.391,1.833,1.817,-0.338,2.201,2.82
Sweden,1988,Social Democrats,0.391,1.833,1.817,-0.338,2.201,2.82
Sweden,1991,Social Democrats,0.391,1.833,1.817,-0.338,2.201,2.82
Sweden,1994,Social Democrats,0.347,1.833,1.817,-0.59,2.201,3.862
Sweden,1998,Social Democrats,0.347,1.833,1.817,-0.59,2.201,3.862
Sweden,2002,Social Democrats,0.347,1.833,1.817,-0.59,2.201,3.862
Sweden,2006,Social Democrats,0.347,1.833,1.817,-0.59,2.201,3.862
Sweden,2010,Social Democrats,0.347,1.848,1.817,-0.59,2.201,3.862
Sweden,2014,Social Democrats,0.347,1.848,1.817,-0.59,2.201,3.862
Sweden,2018,Social Democrats,0.343,1.848,1.817,-0.614,2.201,3.862
Sweden,1991,Christian Democrats,0.121,1.824,1.776,-1.846,2.195,1.995
Sweden,1998,Christian Democrats,0.121,1.784,1.799,-1.853,2.214,2.357
Sweden,2002,Christian Democrats,0.164,1.784,1.799,-1.564,2.214,2.357
Sweden,2006,Christian Democrats,0.163,1.784,1.799,-1.564,2.214,2.952
Sweden,2010,Christian Democrats,0.163,1.817,1.799,-1.564,2.214,2.952
Sweden,2018,Christian Democrats,0.166,0.827,1.813,-1.543,2.157,3.825
Sweden,1970,Right Party / Moderate Party,0.064,1.796,1.78,-1.895,2.197,1.428
Sweden,1973,Right Party / Moderate Party,0.064,1.796,1.78,-1.895,2.197,1.428
Sweden,1976,Right Party / Moderate Party,0.1,1.796,1.78,-1.895,2.197,1.428
Sweden,1979,Right Party / Moderate Party,0.1,1.796,1.78,-1.895,2.197,1.428
Sweden,1982,Right Party / Moderate Party,0.1,1.796,1.78,-1.895,2.197,1.428
Sweden,1985,Right Party / Moderate Party,0.1,1.796,1.78,-1.895,2.197,1.731
Sweden,1988,Right Party / Moderate Party,0.1,1.796,1.78,-1.895,2.197,1.731
Sweden,1991,Right Party / Moderate Party,0.1,1.796,1.78,-1.895,2.197,1.731
Sweden,1994,Right Party / Moderate Party,0.1,1.796,1.78,-1.895,2.197,1.731
Sweden,1998,Right Party / Moderate Party,0.1,1.796,1.78,-1.895,2.197,1.731
Sweden,2002,Right Party / Moderate Party,0.1,1.796,1.78,-1.895,2.197,2.034
Sweden,2006,Right Party / Moderate Party,0.111,1.796,1.78,-1.895,2.197,2.389
Sweden,2010,Right Party / Moderate Party,0.111,1.834,1.78,-1.895,2.197,2.389
Sweden,2014,Right Party / Moderate Party,0.111,1.834,1.78,-1.895,2.197,2.389
Sweden,2018,Right Party / Moderate Party,0.099,1.834,1.78,-1.895,2.197,2.389
Sweden,1973,Left Party / Communist Party,0.596,1.818,1.83,0.483,2.227,1.982
Sweden,1979,Left Party / Communist Party,0.594,1.806,1.774,0.49,2.154,2.358
Sweden,1982,Left Party / Communist Party,0.594,1.806,1.774,0.49,2.154,2.358
Sweden,1985,Left Party / Communist Party,0.594,1.806,1.774,0.49,2.154,2.815
Sweden,1988,Left Party / Communist Party,0.594,1.806,1.774,0.49,2.154,2.815
Sweden,1994,Left Party / Communist Party,0.593,1.785,1.823,0.473,2.21,3.82
Sweden,1998,Left Party / Communist Party,0.593,1.785,1.823,0.473,2.21,3.82
Sweden,2002,Left Party / Communist Party,0.593,1.785,1.823,0.473,2.21,3.82
Sweden,2006,Left Party / Communist Party,0.593,1.785,1.823,0.473,2.21,3.82
Sweden,2010,Left Party / Communist Party,0.593,1.822,1.823,0.473,2.21,3.82
Sweden,2014,Left Party / Communist Party,0.593,1.822,1.823,0.473,2.21,3.82
Sweden,2018,Left Party / Communist Party,0.593,1.821,1.784,0.473,2.21,3.82
Sweden,1970,The Liberals/The People’s Party,0.095,1.801,1.808,-1.871,2.228,1.987
Sweden,1973,The Liberals/The People’s Party,0.095,1.801,1.808,-1.871,2.228,1.987
Sweden,1976,The Liberals/The People’s Party,0.11,1.801,1.808,-1.871,2.228,1.987
Sweden,1979,The Liberals/The People’s Party,0.109,1.801,1.808,-1.88,2.228,1.987
Sweden,1982,The Liberals/The People’s Party,0.108,1.801,1.808,-1.877,2.228,1.987
Sweden,1985,The Liberals/The People’s Party,0.107,1.801,1.808,-1.884,2.228,2.941
Sweden,1988,The Liberals/The People’s Party,0.11,1.801,1.808,-1.858,2.228,2.941
Sweden,1991,The Liberals/The People’s Party,0.11,1.801,1.808,-1.858,2.228,2.941
Sweden,1994,The Liberals/The People’s Party,0.11,1.801,1.808,-1.858,2.228,2.941
Sweden,2002,The Liberals/The People’s Party,0.11,1.792,1.786,-1.835,2.153,3.823
Sweden,2006,The Liberals/The People’s Party,0.111,1.792,1.786,-1.835,2.153,3.862
Sweden,2010,The Liberals/The People’s Party,0.111,1.831,1.786,-1.835,2.153,3.862
Sweden,2014,The Liberals/The People’s Party,0.111,1.831,1.786,-1.835,2.153,3.862
Sweden,2018,The Liberals/The People’s Party,0.111,1.831,1.786,-1.835,2.153,3.862
Switzerland,1971,Social Democratic Party of Switzerland,0.559,0.126,1.65,0.417,1.86,-0.601
Switzerland,1975,Social Democratic Party of Switzerland,0.559,0.126,1.65,0.417,1.86,-0.601
Switzerland,1979,Social Democratic Party of Switzerland,0.559,0.126,1.65,0.417,1.86,-0.601
Switzerland,1983,Social Democratic Party of Switzerland,0.559,0.126,1.65,0.417,1.86,-0.601
Switzerland,1987,Social Democratic Party of Switzerland,0.559,0.126,1.65,0.417,1.86,0.783
Switzerland,1991,Social Democratic Party of Switzerland,0.559,0.126,1.65,0.417,1.86,0.783
Switzerland,1995,Social Democratic Party of Switzerland,0.559,0.126,1.65,0.417,1.86,0.783
Switzerland,1999,Social Democratic Party of Switzerland,0.559,0.126,1.65,0.417,1.86,0.783
Switzerland,2003,Social Democratic Party of Switzerland,0.559,0.126,1.65,0.417,1.86,1.848
Switzerland,2007,Social Democratic Party of Switzerland,0.559,0.126,1.65,0.417,1.86,1.848
Switzerland,2011,Social Democratic Party of Switzerland,0.559,0.126,1.65,0.417,1.86,1.848
Switzerland,2015,Social Democratic Party of Switzerland,0.559,0.126,1.65,0.417,1.86,3.522
Switzerland,2019,Social Democratic Party of Switzerland,0.559,0.126,1.65,0.417,1.86,3.522
Switzerland,1971,Swiss People's Party,0.405,-1.743,1.691,-0.19,1.869,-2.306
Switzerland,1975,Swiss People's Party,0.405,-1.743,1.691,-0.19,1.869,-2.306
Switzerland,1979,Swiss People's Party,0.405,-1.743,1.691,-0.19,1.869,-2.306
Switzerland,1983,Swiss People's Party,0.405,-1.743,1.691,-0.19,1.869,-2.306
Switzerland,1987,Swiss People's Party,0.438,-1.743,1.691,0.06,1.869,-2.306
Switzerland,1991,Swiss People's Party,0.87,-2.981,1.691,1.949,1.041,-2.306
Switzerland,1995,Swiss People's Party,0.902,-2.981,1.691,2.3,1.041,-2.306
Switzerland,1999,Swiss People's Party,0.902,-2.981,1.691,2.3,1.041,-2.306
Switzerland,2003,Swiss People's Party,0.902,-2.981,1.691,2.3,1.041,-2.306
Switzerland,2007,Swiss People's Party,0.944,-2.981,1.691,3.014,1.041,-0.609
Switzerland,2011,Swiss People's Party,0.944,-2.981,1.691,3.014,1.041,-0.609
Switzerland,2015,Swiss People's Party,0.903,-2.981,1.691,2.307,1.041,-0.609
Switzerland,2019,Swiss People's Party,0.903,-2.981,1.691,2.307,1.041,-0.609
Switzerland,1971,Radical Democratic Party,0.054,-0.483,1.661,-2.393,1.895,-2.315
Switzerland,1975,Radical Democratic Party,0.054,-0.483,1.661,-2.393,1.895,-2.315
Switzerland,1979,Radical Democratic Party,0.054,-0.483,1.661,-2.393,1.895,-2.315
Switzerland,1983,Radical Democratic Party,0.054,-0.483,1.661,-2.393,1.895,-2.315
Switzerland,1987,Radical Democratic Party,0.054,-0.483,1.661,-2.393,1.895,-2.315
Switzerland,1991,Radical Democratic Party,0.054,-0.483,1.661,-2.393,1.895,-2.315
Switzerland,1995,Radical Democratic Party,0.054,-0.483,1.661,-2.393,1.895,-2.315
Switzerland,1999,Radical Democratic Party,0.054,-0.483,1.661,-2.393,1.895,-2.315
Switzerland,2003,Radical Democratic Party,0.054,-0.483,1.661,-2.393,1.895,0.724
Switzerland,2007,Radical Democratic Party,0.054,-0.483,1.661,-2.393,1.895,0.724
Switzerland,2011,Radical Democratic Party,0.054,-0.483,1.661,-2.393,1.895,0.724
Switzerland,2015,Radical Democratic Party,0.054,-0.483,1.661,-2.393,1.895,0.724
Switzerland,2019,Radical Democratic Party,0.054,-0.483,1.661,-2.393,1.895,0.724
Switzerland,1991,Green Party,0.455,1.759,1.638,0.102,1.879,0.695
Switzerland,1995,Green Party,0.417,1.759,1.638,-0.145,1.879,0.695
Switzerland,1999,Green Party,0.417,1.759,1.638,-0.145,1.879,0.695
Switzerland,2003,Green Party,0.417,1.759,1.638,-0.145,1.879,0.695
Switzerland,2007,Green Party,0.417,1.759,1.638,-0.145,1.879,3.508
Switzerland,2011,Green Party,0.417,1.759,1.638,-0.145,1.879,3.508
Switzerland,2015,Green Party,0.417,1.759,1.638,-0.145,1.879,3.508
Switzerland,2019,Green Party,0.417,1.759,1.638,-0.145,1.879,3.508
Switzerland,1971,Independents Alliance,0.39,0.132,1.659,-0.006,1.872,-2.323
Switzerland,1975,Independents Alliance,0.39,0.132,1.659,-0.006,1.872,-2.323
Switzerland,1991,Automobile Party / Freedom Party of Switzerland,0.758,-2.956,1.685,1.328,1.484,-2.367
Switzerland,2011,Conservative Democratic Party of Switzerland,0.361,0.094,1.674,-0.505,1.915,-0.614
Switzerland,2011,Green Liberal Party,0.163,-0.448,1.658,-1.378,1.913,0.748
Switzerland,2019,Green Liberal Party,0.159,-0.494,1.685,-1.381,1.896,3.498
Switzerland,1971,Catholic Conservative / Christian Democratic Peoples Party,0.059,-0.48,1.644,-2.365,1.873,-2.265
Switzerland,1975,Catholic Conservative / Christian Democratic Peoples Party,0.059,-0.48,1.644,-2.365,1.873,-2.265
Switzerland,1979,Catholic Conservative / Christian Democratic Peoples Party,0.059,-0.48,1.644,-2.365,1.873,-2.265
Switzerland,1983,Catholic Conservative / Christian Democratic Peoples Party,0.059,-0.48,1.644,-2.365,1.873,-2.265
Switzerland,1987,Catholic Conservative / Christian Democratic Peoples Party,0.059,-0.48,1.644,-2.365,1.873,-2.265
Switzerland,1991,Catholic Conservative / Christian Democratic Peoples Party,0.059,-0.48,1.644,-2.365,1.873,-2.265
Switzerland,1995,Catholic Conservative / Christian Democratic Peoples Party,0.059,-0.48,1.644,-2.365,1.873,-0.608
Switzerland,1999,Catholic Conservative / Christian Democratic Peoples Party,0.059,-0.48,1.644,-2.365,1.873,-0.608
Switzerland,2003,Catholic Conservative / Christian Democratic Peoples Party,0.059,-0.48,1.644,-2.365,1.873,-0.608
Switzerland,2007,Catholic Conservative / Christian Democratic Peoples Party,0.059,-0.48,1.644,-2.365,1.873,-0.608
Switzerland,2011,Catholic Conservative / Christian Democratic Peoples Party,0.059,-0.48,1.644,-2.365,1.873,-0.608
Switzerland,2015,Catholic Conservative / Christian Democratic Peoples Party,0.059,-0.48,1.644,-2.365,1.873,-0.608
Switzerland,2019,Catholic Conservative / Christian Democratic Peoples Party,0.059,-0.48,1.644,-2.365,1.873,-0.608
Ghana,1992,National Democratic Congress,0.663,0.418,-1.049,1.022,0.812,-0.277
Ghana,1996,National Democratic Congress,0.646,0.54,-0.376,0.846,0.732,-0.187
Ghana,2000,National Democratic Congress,0.646,0.731,0.983,0.846,1.176,-0.187
Ghana,2004,National Democratic Congress,0.646,0.731,0.983,0.846,1.176,-0.187
Ghana,2008,National Democratic Congress,0.666,0.536,0.983,0.887,0.771,-0.187
Ghana,2012,National Democratic Congress,0.621,0.536,0.7,0.71,0.771,-0.187
Ghana,2016,National Democratic Congress,0.621,0.749,0.7,0.71,0.771,-0.187
Ghana,1996,New Patriotic Party,0.273,0.852,0.963,-0.958,0.668,-0.265
Ghana,2000,New Patriotic Party,0.273,0.631,0.963,-0.958,0.773,-0.199
Ghana,2004,New Patriotic Party,0.273,0.495,0.63,-0.958,0.77,-0.213
Ghana,2008,New Patriotic Party,0.282,0.846,0.357,-0.918,1.022,-0.211
Ghana,2012,New Patriotic Party,0.288,0.846,0.704,-0.888,1.022,-0.212
Ghana,2016,New Patriotic Party,0.287,0.642,0.704,-0.879,1.04,-0.21
Ghana,1979,People's National Party,0.531,0.404,0.252,0.182,1.471,-0.708
Ghana,1979,Popular Front Party,0.248,0.444,0.441,-0.998,0.688,-1.354
Ghana,1979,United National Convention,0.373,0.518,0.7,-0.364,1.721,-1.359
Ghana,1979,Action Congress Party,0.537,1.119,0.713,0.267,1.969,-0.701
Ghana,1992,National Convention Party,0.548,0.557,-0.807,0.218,1.035,-0.539
South Africa,2004,Democratic Alliance,0.475,2.013,1.907,0.406,0.672,1.075
South Africa,2009,Democratic Alliance,0.488,2.013,1.907,0.406,0.341,1.08
South Africa,2014,Democratic Alliance,0.512,1.432,1.907,0.63,0.341,1.401
South Africa,2019,Democratic Alliance,0.487,1.432,1.907,0.41,0.682,1.401
South Africa,1994,African National Congress,0.774,0.547,1.765,1.321,1.067,2.067
South Africa,1999,African National Congress,0.68,0.664,1.765,0.797,1.162,2.067
South Africa,2004,African National Congress,0.701,0.419,1.524,0.931,1.162,2.468
South Africa,2009,African National Congress,0.747,-0.067,0.871,1.09,-0.433,2.599
South Africa,2014,African National Congress,0.716,0.19,0.871,0.954,0.033,3.403
South Africa,2019,African National Congress,0.693,0.333,1.011,0.857,1.046,3.171
South Africa,1970,National Party,0.172,1.404,-3.222,-1.616,-2.376,-1.717
South Africa,1974,National Party,0.172,1.404,-3.222,-1.616,-2.376,-1.726
South Africa,1977,National Party,0.172,1.404,-3.222,-1.616,-2.376,-1.726
South Africa,1981,National Party,0.172,1.404,-2.96,-1.616,-2.098,-1.726
South Africa,1987,National Party,0.171,1.404,-2.739,-1.616,-2.098,-1.726
South Africa,1989,National Party,0.171,1.404,-1.966,-1.616,-1.806,-1.73
South Africa,1994,National Party,0.234,1.404,-0.299,-1.182,-2.206,-0.488
South Africa,1987,Conservative Party,0.529,1.025,-1.123,0.023,-0.47,-1.783
South Africa,1989,Conservative Party,0.529,1.025,-1.123,0.023,-0.47,-1.268
South Africa,1994,Inkatha Freedom Party,0.514,0.381,-0.3,0.15,-0.395,0.477
South Africa,1999,Inkatha Freedom Party,0.541,0.601,0.044,0.324,-0.395,0.767
South Africa,2004,Inkatha Freedom Party,0.526,0.618,0.334,0.318,-0.118,0.622
South Africa,2009,Congress of the People,0.644,0.605,1.384,1.416,0.255,0.621
South Africa,1989,Democratic Party,0.495,2.622,0.363,0.942,-0.441,-0.323
South Africa,1999,Democratic Party,0.438,2.651,1.677,0.242,0.922,0.187
South Africa,2014,Economic Freedom Fighters,0.973,-2.806,-0.502,3.566,-1.422,1.326
South Africa,2019,Economic Freedom Fighters,0.973,-2.806,-0.502,3.566,-1.422,1.867
South Africa,1970,United Party,0.425,0.91,-0.659,0.032,1.006,-1.365
South Africa,1974,United Party,0.422,0.925,-0.659,0.014,1.006,-0.923
South Africa,1977,Progressive Federal Party,0.543,0.939,-0.608,1.255,0.873,-0.601
South Africa,1981,Progressive Federal Party,0.541,0.939,-0.295,1.249,0.873,-0.601
South Africa,1987,Progressive Federal Party,0.541,0.939,-0.295,1.249,0.873,-0.63
South Africa,1999,New National Party,0.42,1.482,-0.13,0.255,0.305,-0.448
South Africa,1977,New Republic Party,0.504,0.922,-1.03,0.171,0.596,-1.442
South Africa,1981,New Republic Party,0.504,0.922,-1.03,0.171,0.596,-1.453
South Africa,1981,Reconstituted National Party,0.497,1.973,-1.6,0.082,0.179,-1.794
Japan,1972,Japan Socialist Party / Social Democratic Party,0.608,1.636,1.741,1.427,0.116,-2.29
Japan,1976,Japan Socialist Party / Social Democratic Party,0.608,1.636,1.741,1.427,0.116,-2.29
Japan,1979,Japan Socialist Party / Social Democratic Party,0.608,1.636,1.741,1.427,0.116,-1.473
Japan,1980,Japan Socialist Party / Social Democratic Party,0.608,1.636,1.741,1.427,0.116,-0.573
Japan,1983,Japan Socialist Party / Social Democratic Party,0.608,1.636,1.741,1.427,0.116,-0.568
Japan,1986,Japan Socialist Party / Social Democratic Party,0.609,1.636,1.741,1.397,-0.206,-0.579
Japan,1990,Japan Socialist Party / Social Democratic Party,0.609,0.734,1.741,1.432,-0.177,-0.311
Japan,1993,Japan Socialist Party / Social Democratic Party,0.33,0.734,1.741,-0.519,0.117,-0.311
Japan,1996,Japan Socialist Party / Social Democratic Party,0.294,1.655,1.741,-0.373,0.117,0.266
Japan,2000,Japan Socialist Party / Social Democratic Party,0.294,2.33,1.741,-0.373,-0.182,1.248
Japan,2003,Japan Socialist Party / Social Democratic Party,0.294,2.33,1.741,-0.373,-0.986,0.856
Japan,2005,Japan Socialist Party / Social Democratic Party,0.294,2.33,1.741,-0.373,-1.311,0.856
Japan,2000,Liberal Party,0.462,-0.566,1.771,0.938,-0.214,-0.012
Japan,1993,Japan New Party,0.63,-0.151,1.798,1.688,0.869,-1.24
Japan,1996,New Frontier Party,0.122,-0.054,1.741,-1.271,1.453,-1.488
Japan,1972,Japan Communist Party,0.72,0.738,0.594,1.656,-1.07,-1.163
Japan,1976,Japan Communist Party,0.72,0.738,1.778,1.656,-1.07,-1.163
Japan,1979,Japan Communist Party,0.72,0.738,1.778,1.656,-1.07,-1.163
Japan,1980,Japan Communist Party,0.72,0.738,1.778,1.656,-1.07,-1.163
Japan,1983,Japan Communist Party,0.72,0.738,1.778,1.656,-1.07,-1.163
Japan,1986,Japan Communist Party,0.72,0.738,1.778,1.656,-1.07,-1.163
Japan,1990,Japan Communist Party,0.72,0.738,1.778,1.656,-1.444,-0.258
Japan,1993,Japan Communist Party,0.72,1.637,1.778,1.656,-1.081,-0.258
Japan,1996,Japan Communist Party,0.72,1.637,1.778,1.656,-1.476,-0.258
Japan,2000,Japan Communist Party,0.745,1.637,1.778,1.946,-1.476,-0.258
Japan,2003,Japan Communist Party,0.775,1.637,1.778,1.946,-1.825,-0.258
Japan,2005,Japan Communist Party,0.747,1.637,1.778,1.946,-2.361,-0.258
Japan,2009,Japan Communist Party,0.747,1.637,1.778,1.946,-1.817,-0.258
Japan,2012,Japan Communist Party,0.727,2.345,1.778,1.687,-1.484,-1.174
Japan,2014,Japan Communist Party,0.725,2.345,1.778,1.687,-2.386,-0.247
Japan,2017,Japan Communist Party,0.725,2.345,1.778,1.687,-1.263,-0.247
Japan,1972,Democratic Socialist Party,0.392,0.741,1.776,-0.336,2.023,-2.309
Japan,1976,Democratic Socialist Party,0.392,0.741,1.776,-0.336,2.023,-2.309
Japan,1979,Democratic Socialist Party,0.392,0.741,1.776,-0.336,2.023,-2.309
Japan,1980,Democratic Socialist Party,0.392,0.741,1.776,-0.336,2.023,-2.309
Japan,1983,Democratic Socialist Party,0.392,0.741,1.776,-0.336,2.023,-2.296
Japan,1986,Democratic Socialist Party,0.392,0.741,1.776,-0.336,2.023,-2.278
Japan,2012,Putting People's Lives First,0.657,-0.366,0.973,1.162,-0.768,-0.255
Japan,1993,Japan Renewal Party,0.342,-1.743,1.744,0.059,-0.699,-2.356
Japan,1972,Clean Government Party / New Komeito,0.447,1.629,1.764,0.037,0.922,-1.463
Japan,1976,Clean Government Party / New Komeito,0.447,1.629,1.764,0.037,0.922,-1.463
Japan,1979,Clean Government Party / New Komeito,0.447,1.629,1.764,0.037,0.922,-1.463
Japan,1980,Clean Government Party / New Komeito,0.447,1.629,1.764,0.037,0.922,-0.596
Japan,1983,Clean Government Party / New Komeito,0.447,1.629,1.764,0.037,0.922,-0.596
